DE_ICRS,petroMag_r,rPrad,rdVrad,rdVell,umag,gmag,rmag,imag,zmag,<zph>,u_r,expAB_r
2.780568,21.936,2.099,0.569,0.47,24.876,22.908,21.643,21.103,20.605,0.4109,3.23,0.53
2.782681,16.536,5.732,3.07,0.592,19.379,17.362,16.417,15.998,15.657,0.0868,2.96,0.40800000000000003
2.778983,19.092,2.048,0.541,0.355,23.448,20.355,19.093,18.633,18.402,0.2273,4.36,0.645
2.779821,20.189,2.052,0.747,0.469,21.848,21.107,20.188,19.897,19.684,0.3582,1.66,0.531
2.785912,20.49,2.627,1.167,0.85,23.106,21.699,20.49,19.805,19.586,0.471,2.62,0.15000000000000002
2.765386,21.043,7.361,3.173,0.368,24.927,21.709,20.744,20.39,20.695,0.2456,4.18,0.632
2.797544,21.94,7.361,4.875,0.11,22.853,21.941,21.318,21.106,20.653,0.3176,1.54,0.89
2.80496,20.783,1.846,0.51,0.558,22.171,21.419,20.727,20.417,20.017,0.3472,1.44,0.44199999999999995
2.803523,21.85,1.583,0.761,0.327,23.368,22.523,21.568,20.884,21.019,0.533,1.8,0.673
2.801917,21.299,2.776,1.894,0.312,22.949,22.375,21.509,21.422,21.602,0.3223,1.44,0.688
2.79814,21.466,2.693,1.576,0.35,22.984,23.145,21.578,21.349,20.79,0.4012,1.41,0.65
2.792547,21.295,2.778,1.368,0.2,23.051,22.464,21.384,20.747,20.272,0.525,1.67,0.8
2.801341,20.593,2.548,0.924,0.5,22.424,21.381,20.556,20.287,19.953,0.3399,1.87,0.5
2.790987,21.165,2.007,0.746,0.684,23.157,22.256,20.893,20.497,19.995,0.387,2.26,0.31599999999999995
2.786231,19.919,27.928,29.673,0.302,26.386,20.642,19.468,26.635,20.141,0.3225,6.92,0.698
2.804104,21.556,2.971,2.753,0.176,21.984,22.419,21.262,19.968,19.698,0.694,0.72,0.8240000000000001
2.794796,21.867,2.971,2.474,0.175,23.842,26.291,21.525,20.272,20.082,0.5011,2.32,0.825
2.799243,21.268,2.985,1.262,0.05,23.102,23.601,21.271,20.128,19.677,0.5824,1.83,0.95
2.810726,20.287,2.235,1.279,0.402,21.959,20.885,20.332,20.266,20.033,0.2331,1.63,0.598
2.830578,20.891,2.371,1.02,0.657,22.43,21.863,20.953,20.607,20.761,0.3866,1.48,0.34299999999999997
2.832108,19.968,2.804,2.019,0.456,23.696,21.572,19.959,19.379,18.929,0.3519,3.74,0.544
2.814571,20.346,4.459,4.739,0.185,22.639,21.473,20.457,20.141,19.456,0.3791,2.18,0.815
2.817324,20.984,2.971,1.894,0.829,23.524,22.871,20.909,20.567,20.626,0.3875,2.62,0.17100000000000004
2.806785,21.791,1.802,0.703,0.05,25.985,23.452,21.754,20.899,20.592,0.5017,4.23,0.95
2.782417,18.344,9.169,2.647,0.439,21.961,19.9,18.373,17.805,17.432,0.2805,3.59,0.5609999999999999
2.769389,20.248,2.525,0.9,0.517,22.466,21.679,20.208,19.441,19.204,0.4704,2.26,0.483
2.76882,20.679,1.964,0.569,0.19,24.532,22.367,20.659,20.058,19.43,0.3975,3.87,0.81
2.778711,21.29,3.52,3.017,0.627,22.335,21.947,21.266,20.752,20.56,0.5653,1.07,0.373
2.798224,20.827,2.643,1.205,1.0,21.571,21.673,20.875,20.684,20.998,0.3364,0.7,0.0
2.793902,19.939,3.704,4.876,0.431,21.624,20.764,19.865,19.569,19.363,0.3205,1.76,0.569
2.785603,20.701,2.794,0.686,0.05,24.241,22.296,20.851,20.254,20.037,0.3692,3.39,0.95
2.788435,21.855,2.989,0.723,0.699,23.129,22.863,21.662,21.291,20.66,0.4251,1.47,0.30100000000000005
2.799305,20.701,2.048,0.588,0.392,22.142,21.334,20.657,20.556,20.679,0.2752,1.48,0.608
2.78955,20.573,11.309,2.409,0.822,22.055,21.129,20.625,20.325,21.338,0.1632,1.43,0.17800000000000005
2.797059,21.701,2.212,1.05,0.35,24.362,22.529,21.394,21.143,21.071,0.3426,2.97,0.65
2.805653,21.68,1.761,1.048,0.05,24.195,22.151,21.48,21.257,21.794,0.1481,2.72,0.95
2.811312,21.52,2.971,1.605,0.256,22.731,22.432,21.51,21.44,22.454,0.1591,1.22,0.744
2.791154,21.537,2.971,1.729,0.364,23.899,22.532,21.59,21.092,20.653,0.4561,2.31,0.636
2.794329,19.632,3.789,1.966,0.427,23.643,20.92,19.513,18.84,18.283,0.4147,4.13,0.573
2.80583,21.513,2.971,2.338,0.48,23.109,22.144,21.591,21.133,21.085,0.4536,1.52,0.52
2.805451,20.99,3.165,0.527,0.897,22.948,23.063,21.06,20.378,20.129,0.4578,1.89,0.10299999999999998
2.814893,20.475,1.979,0.5,0.529,21.994,21.084,20.505,20.264,19.92,0.2669,1.49,0.471
2.821157,19.075,4.33,1.305,0.986,21.862,20.277,19.088,18.624,18.26,0.2356,2.77,0.014000000000000012
2.819132,20.961,2.865,0.716,0.222,25.036,22.467,21.128,20.834,20.26,0.3718,3.91,0.778
2.813202,20.567,1.967,0.602,0.515,23.567,22.257,20.517,19.815,19.382,0.4368,3.05,0.485
2.813552,21.308,2.032,1.673,0.29,23.543,22.407,21.074,21.073,21.176,0.3641,2.47,0.71
2.820763,20.7,2.008,0.707,0.572,22.618,21.607,20.748,20.313,19.975,0.3868,1.87,0.42800000000000005
2.81913,20.334,2.352,1.073,0.261,23.188,21.251,20.359,19.83,19.826,0.3404,2.83,0.739
2.8044,21.609,2.772,0.871,0.112,22.999,22.696,21.749,21.278,20.529,0.5125,1.25,0.888
2.821821,21.267,2.998,0.541,0.05,22.816,22.118,21.455,21.329,20.798,0.3315,1.36,0.95
2.820411,21.536,7.361,2.748,0.512,22.709,22.397,21.614,21.285,21.613,0.361,1.09,0.488
2.815575,21.302,2.798,1.706,0.289,25.844,22.735,21.342,20.877,20.605,0.3366,4.5,0.7110000000000001
2.826297,21.733,2.243,0.702,0.649,24.024,23.229,22.104,21.76,21.317,0.4314,1.92,0.351
2.808116,21.562,7.361,0.579,0.05,25.038,23.727,21.969,21.205,21.144,0.4519,3.07,0.95
2.823201,21.717,7.361,1.706,0.202,23.197,23.383,21.777,20.834,20.103,0.5626,1.42,0.798
2.816075,20.287,3.977,0.784,0.616,24.206,22.12,20.439,19.596,19.145,0.4841,3.77,0.384
2.828141,21.929,2.97,2.35,0.269,24.037,22.094,21.491,20.776,21.881,0.2686,2.55,0.731
2.818958,21.487,3.088,4.274,0.258,23.134,21.78,20.931,21.514,19.768,0.3796,2.2,0.742
2.820415,20.342,3.088,1.065,0.451,22.546,21.163,20.3,20.104,20.013,0.273,2.25,0.5489999999999999
2.836741,19.689,2.381,1.155,0.392,21.965,20.611,19.7,19.207,18.816,0.2366,2.27,0.608
2.831743,20.353,4.125,0.971,0.881,22.165,21.614,20.416,19.679,19.421,0.5354,1.75,0.119
2.832462,21.285,2.97,3.297,0.159,22.577,21.707,21.107,21.033,21.226,0.2315,1.47,0.841
2.833639,21.371,1.577,0.58,0.163,24.888,22.86,21.251,20.411,19.735,0.515,3.64,0.837
2.835729,21.829,7.361,12.774,0.255,22.102,22.267,20.679,20.271,19.465,0.4279,1.42,0.745
2.82723,20.641,3.931,1.561,0.312,24.76,22.385,20.565,20.038,19.998,0.3719,4.2,0.688
2.826769,21.799,2.349,0.517,0.719,23.997,22.259,21.713,21.144,20.605,0.4974,2.28,0.281
2.833378,20.281,2.522,1.61,0.451,22.142,21.326,20.273,19.906,19.507,0.3707,1.87,0.5489999999999999
2.840806,21.478,2.028,0.483,0.234,22.908,22.432,21.536,21.291,20.984,0.4057,1.37,0.766
2.842714,21.046,2.239,0.599,0.664,23.104,22.833,21.045,20.12,19.604,0.525,2.06,0.33599999999999997
2.844917,21.933,4.584,1.603,0.161,23.76,22.868,22.133,22.007,22.38,0.2478,1.63,0.839
2.829636,21.882,4.584,2.147,0.05,23.036,22.879,21.791,22.051,22.905,0.1563,1.25,0.95
2.85006,19.209,3.836,2.794,0.723,24.249,20.785,19.332,18.735,18.302,0.2947,4.92,0.277
2.849881,21.183,2.594,1.416,0.549,22.528,22.257,21.007,20.626,20.887,0.4126,1.52,0.45099999999999996
2.858241,20.423,2.027,0.399,0.759,21.935,21.32,20.364,20.025,19.803,0.3915,1.57,0.241
2.824649,19.223,3.994,1.39,0.687,21.198,20.351,19.243,18.731,18.317,0.3237,1.96,0.31299999999999994
2.824536,19.913,7.361,1.481,0.331,24.407,21.625,19.92,19.291,18.974,0.3695,4.49,0.669
2.826366,20.945,2.014,1.024,0.658,21.939,21.807,20.922,20.601,20.516,0.4409,1.02,0.34199999999999997
2.808759,21.375,2.971,0.739,0.291,22.99,21.992,21.52,20.996,21.348,0.3241,1.47,0.7090000000000001
2.812607,21.404,1.907,0.72,0.25,24.474,22.156,21.186,20.757,20.137,0.3718,3.29,0.75
2.815482,20.85,2.496,0.895,0.548,22.989,22.119,20.831,20.431,20.018,0.3981,2.16,0.45199999999999996
2.827875,20.545,1.686,0.485,0.461,21.685,20.964,20.45,20.337,20.096,0.2657,1.23,0.5389999999999999
2.827985,20.171,3.527,3.297,0.691,24.248,20.649,20.103,19.736,19.848,0.1727,4.14,0.30900000000000005
2.829377,19.731,2.771,1.498,0.657,21.752,20.753,19.721,19.332,19.056,0.3185,2.03,0.34299999999999997
2.835804,21.411,2.045,0.412,0.719,23.741,22.282,21.457,21.21,20.868,0.3488,2.28,0.281
2.842545,20.783,7.361,3.045,0.478,22.032,22.036,20.497,19.561,19.146,0.5439,1.54,0.522
2.848909,20.859,7.36,2.763,0.066,22.093,21.289,20.685,20.292,20.281,0.3063,1.41,0.9339999999999999
2.852979,21.125,1.718,0.517,0.779,23.508,22.772,21.066,20.629,20.069,0.3821,2.44,0.22099999999999997
2.829329,21.796,7.361,1.172,0.05,22.676,22.107,21.908,21.743,21.98,0.2952,0.77,0.95
2.825364,21.682,11.309,2.754,0.05,24.051,24.746,21.822,22.812,22.509,0.3389,2.23,0.95
2.834493,21.09,2.456,0.833,0.873,23.54,21.517,20.959,20.807,20.653,0.1894,2.58,0.127
2.822422,21.368,2.025,0.921,0.993,23.519,22.026,21.373,21.087,20.757,0.2999,2.15,0.007000000000000006
2.834361,21.779,7.361,3.932,0.15,21.629,22.213,21.384,21.509,21.812,0.3162,0.25,0.85
2.852822,19.109,3.063,1.417,0.474,23.681,20.51,18.991,18.394,18.046,0.3,4.69,0.526
2.860107,18.838,4.122,1.316,0.84,20.819,19.854,18.79,18.378,17.996,0.3038,2.03,0.16000000000000003
2.852561,21.267,1.88,0.938,0.519,23.647,22.304,21.154,21.262,22.469,0.1262,2.49,0.481
2.865592,21.28,1.784,0.577,0.15,23.372,22.275,21.046,20.603,20.227,0.3993,2.33,0.85
2.855828,21.607,1.829,0.437,0.05,23.007,22.697,21.578,21.098,20.467,0.4609,1.43,0.95
2.852372,20.751,3.056,0.569,0.61,24.973,21.977,20.825,20.41,20.084,0.3142,4.15,0.39
2.85534,19.499,3.607,2.1,0.592,21.996,20.834,19.378,18.8,18.462,0.3172,2.62,0.40800000000000003
2.867882,21.753,2.97,0.708,0.651,23.484,24.894,21.825,20.465,19.75,0.605,1.66,0.349
2.864679,19.854,3.764,5.117,0.484,22.053,20.541,19.887,19.541,19.396,0.1756,2.17,0.516
2.874508,21.794,2.183,1.114,0.394,25.383,22.599,21.622,20.989,20.583,0.4585,3.76,0.606
2.871697,21.579,3.065,2.74,0.149,26.129,22.925,21.242,20.525,19.81,0.4757,4.89,0.851
2.877008,21.36,2.051,0.882,0.081,22.571,22.317,21.333,20.752,20.575,0.522,1.24,0.919
2.878194,18.981,3.518,3.297,0.264,21.577,19.761,19.027,18.573,18.305,0.1311,2.55,0.736
2.85685,21.616,2.356,1.069,0.111,22.491,22.649,21.426,21.038,22.231,0.2384,1.07,0.889
2.87402,20.633,1.767,0.473,0.515,24.762,22.141,20.549,19.968,19.795,0.3592,4.21,0.485
2.881362,17.552,5.661,7.523,0.438,19.413,18.139,17.569,17.206,16.957,0.0847,1.84,0.562
2.892854,19.772,1.772,0.476,0.694,21.77,20.731,19.719,19.366,18.917,0.3227,2.05,0.30600000000000005
2.777769,19.663,2.364,0.91,0.507,23.021,21.145,19.541,18.878,18.481,0.3751,3.48,0.493
2.781911,21.134,2.535,2.771,0.05,23.338,21.569,20.862,20.662,20.149,0.3019,2.48,0.95
2.779293,21.365,3.047,0.531,0.222,23.869,21.89,21.344,21.325,20.836,0.2503,2.52,0.778
2.780344,20.716,2.546,1.706,0.549,23.101,21.886,20.729,20.464,19.912,0.3846,2.37,0.45099999999999996
2.801812,20.839,7.361,1.174,0.438,25.208,21.697,20.776,20.12,19.856,0.4671,4.43,0.562
2.785188,20.358,3.87,1.812,0.487,23.052,21.746,20.368,19.771,19.287,0.4026,2.68,0.513
2.806883,21.519,2.229,0.884,0.6,22.53,22.155,21.246,20.891,20.813,0.4377,1.28,0.4
2.806452,21.06,2.163,0.882,0.503,23.85,22.637,21.042,20.032,19.471,0.5621,2.81,0.497
2.797804,20.647,18.023,6.805,0.1,22.459,22.054,20.925,20.157,19.589,0.5597,1.53,0.9
2.794135,21.177,2.971,2.938,0.66,21.779,22.774,20.989,19.884,19.061,0.6084,0.79,0.33999999999999997
2.806307,21.825,1.587,0.597,0.145,23.245,23.907,21.615,21.301,21.094,0.3774,1.63,0.855
2.795101,21.093,7.361,3.252,0.461,21.965,22.411,20.747,19.652,19.114,0.586,1.22,0.5389999999999999
2.791489,20.567,2.233,0.931,0.264,23.691,22.109,20.507,20.007,19.517,0.3604,3.18,0.736
2.795834,19.496,4.327,0.803,0.803,24.036,20.73,19.449,18.955,18.519,0.24,4.59,0.19699999999999995
2.783643,20.354,2.825,1.722,0.109,22.705,21.213,20.366,20.029,19.777,0.27,2.34,0.891
2.808289,21.13,1.752,0.464,0.642,22.812,21.637,21.016,20.737,20.122,0.3276,1.8,0.358
2.783141,20.88,2.13,0.708,0.602,22.523,21.87,20.773,20.402,19.934,0.4203,1.75,0.398
2.79311,18.979,4.169,3.441,0.363,23.037,20.338,19.056,18.404,17.887,0.2466,3.98,0.637
2.790564,20.786,2.055,0.839,0.29,22.263,21.004,20.594,20.34,20.386,0.1622,1.67,0.71
2.809113,21.656,2.157,0.708,0.62,22.999,22.271,21.59,21.691,21.616,0.2967,1.41,0.38
2.821189,21.044,3.501,1.921,0.733,23.727,21.864,20.896,20.191,20.462,0.3807,2.83,0.267
2.813495,20.412,2.399,0.836,0.529,23.206,21.659,20.366,19.916,19.43,0.3529,2.84,0.471
2.815098,21.521,3.085,0.727,0.536,22.703,23.035,21.415,20.28,19.801,0.6052,1.29,0.46399999999999997
2.809438,21.141,2.449,1.304,0.2,24.562,22.789,20.92,20.147,19.88,0.4614,3.64,0.8
2.812757,18.434,4.716,2.091,0.856,21.575,19.702,18.341,17.907,17.518,0.2183,3.23,0.14400000000000002
2.822518,21.625,1.762,0.366,0.496,23.719,22.521,21.5,21.2,21.016,0.3755,2.22,0.504
2.813797,21.484,11.309,2.023,0.29,22.892,22.129,21.608,21.063,20.817,0.6135,1.28,0.71
2.819834,19.81,3.199,2.719,0.308,21.466,20.619,19.836,19.618,19.298,0.3104,1.63,0.692
2.830656,21.399,2.258,1.285,0.229,22.082,22.022,21.192,21.099,21.221,0.364,0.89,0.771
2.837431,20.991,2.904,1.623,0.587,23.386,22.122,20.999,20.563,20.138,0.4073,2.39,0.41300000000000003
2.841916,21.63,1.479,0.236,0.591,23.371,21.907,21.49,21.237,21.344,0.2012,1.88,0.40900000000000003
2.831154,21.446,1.773,0.913,0.277,23.071,22.334,21.41,21.118,21.307,0.3482,1.66,0.723
2.826221,21.732,2.971,1.695,0.096,25.645,23.23,21.755,21.755,20.994,0.3751,3.89,0.904
2.844371,21.302,2.21,0.866,0.598,25.069,23.132,21.22,20.377,19.922,0.4849,3.85,0.402
2.839653,20.899,11.309,1.854,0.628,21.632,21.279,21.025,21.114,20.153,0.3798,0.61,0.372
2.837049,20.963,2.739,1.443,0.549,22.285,21.693,20.892,20.564,19.95,0.4246,1.39,0.45099999999999996
2.819601,20.926,2.3,1.229,0.54,25.379,22.28,20.768,19.819,19.332,0.5281,4.61,0.45999999999999996
2.838479,21.909,2.971,1.559,0.2,22.617,22.565,21.711,21.605,22.334,0.1901,0.91,0.8
2.842444,21.435,18.018,1.78,0.05,24.748,23.254,22.045,23.36,21.752,0.363,2.7,0.95
2.865346,20.028,1.997,0.399,0.905,21.423,20.488,20.007,19.807,19.701,0.1909,1.42,0.09499999999999997
2.861141,21.689,1.88,0.449,0.162,22.853,22.191,21.596,21.489,22.039,0.1734,1.26,0.838
2.843437,21.347,3.06,1.143,0.662,23.895,22.1,21.243,20.804,20.647,0.374,2.65,0.33799999999999997
2.859692,20.619,1.951,0.568,0.421,22.669,21.279,20.514,20.151,20.162,0.2598,2.16,0.579
2.867173,20.941,2.369,0.759,0.689,23.455,21.351,20.933,20.603,20.728,0.1468,2.52,0.31100000000000005
2.84789,21.533,1.595,0.236,0.957,23.111,22.595,21.262,20.647,20.443,0.4576,1.85,0.04300000000000004
2.847428,21.423,2.663,1.868,0.24,22.213,21.783,21.364,21.026,20.83,0.4705,0.85,0.76
2.856837,21.983,1.851,0.564,0.05,25.19,23.463,21.842,21.188,20.748,0.4257,3.35,0.95
2.860655,21.81,1.769,0.48,0.374,23.203,23.425,21.719,21.246,20.738,0.3989,1.48,0.626
2.811398,20.986,2.464,0.667,0.794,22.356,21.757,20.861,20.529,20.443,0.3906,1.5,0.20599999999999996
2.828638,19.163,3.324,1.576,0.494,22.209,20.144,19.113,18.713,18.379,0.1504,3.1,0.506
2.817136,21.672,2.163,0.722,0.265,22.768,22.26,21.564,21.729,22.427,0.1504,1.2,0.735
2.833295,20.91,1.897,0.303,1.0,25.04,22.01,20.765,20.541,20.2,0.3462,4.27,0.0
2.846659,21.775,2.096,1.166,0.209,23.507,22.984,21.602,20.647,20.167,0.5686,1.91,0.791
2.846404,21.826,2.109,1.352,0.427,23.979,22.953,21.842,21.337,21.782,0.3402,2.14,0.573
2.839083,21.389,1.955,0.869,0.615,23.316,23.343,21.23,20.325,19.686,0.5237,2.09,0.385
2.827281,20.763,2.455,1.182,0.391,23.467,21.456,20.621,20.493,22.264,0.1546,2.85,0.609
2.820992,21.941,1.906,1.444,0.05,24.575,22.347,21.406,21.156,20.999,0.3426,3.17,0.95
2.823553,21.857,2.603,1.45,0.05,26.217,23.034,21.758,21.48,20.99,0.3672,4.46,0.95
2.845074,20.758,2.241,0.517,0.451,23.182,21.85,20.845,20.457,20.317,0.3757,2.34,0.5489999999999999
2.844949,19.984,2.752,1.285,0.499,23.748,21.409,20.038,19.463,19.246,0.2901,3.71,0.501
2.853787,20.931,11.306,1.454,0.848,23.018,22.721,21.231,21.005,20.694,0.417,1.79,0.15200000000000002
2.854771,20.155,3.57,0.738,0.742,23.805,21.631,20.159,19.666,19.358,0.3126,3.65,0.258
2.851957,20.127,3.692,2.696,0.585,22.729,21.334,20.225,19.65,19.447,0.3393,2.5,0.41500000000000004
2.868086,21.538,1.938,0.43,0.181,22.496,22.235,21.439,21.433,21.93,0.1964,1.06,0.819
2.842974,21.463,2.62,1.705,0.65,22.162,21.718,21.311,21.03,21.418,0.2635,0.85,0.35
2.862018,21.434,2.97,2.695,0.281,22.906,22.458,21.48,21.372,21.356,0.3844,1.43,0.719
2.862743,21.24,2.915,1.58,0.413,25.552,23.107,21.244,20.509,19.873,0.4778,4.31,0.587
2.861923,18.679,4.074,1.844,0.963,22.324,20.238,18.559,17.894,17.498,0.3485,3.77,0.03700000000000003
2.879131,20.219,7.359,4.718,0.616,21.625,20.884,20.161,19.794,20.142,0.2274,1.46,0.384
2.867042,20.583,1.93,0.572,0.725,22.647,21.361,20.566,20.167,19.768,0.326,2.08,0.275
2.873973,21.194,2.465,1.793,0.328,22.538,22.126,21.095,20.638,20.908,0.4408,1.44,0.6719999999999999
2.864304,21.034,2.127,0.723,0.35,24.839,22.616,20.889,20.057,19.657,0.4778,3.95,0.65
2.877736,21.976,1.629,0.405,0.05,22.995,22.893,21.824,21.645,21.319,0.4221,1.17,0.95
2.885721,21.945,1.856,1.119,0.288,24.362,22.611,21.742,21.956,21.337,0.3429,2.62,0.712
2.863749,21.849,3.035,2.247,0.416,23.192,22.76,21.606,21.125,21.257,0.4641,1.59,0.5840000000000001
2.889213,19.925,2.781,1.738,0.639,21.942,20.914,19.962,19.563,19.189,0.3213,1.98,0.361
2.892881,20.043,1.838,0.447,0.782,23.154,21.739,20.052,19.414,19.101,0.3788,3.1,0.21799999999999997
2.897978,21.309,2.933,2.973,0.058,22.264,21.289,20.881,20.711,20.557,0.195,1.38,0.942
2.889738,20.952,2.712,0.817,0.56,22.987,22.133,21.095,20.825,20.141,0.4006,1.89,0.43999999999999995
2.893302,21.842,2.181,2.244,0.187,25.022,24.343,21.702,21.889,20.842,0.3935,3.32,0.813
2.882532,20.958,7.359,2.451,0.183,23.053,22.319,21.095,20.664,20.302,0.418,1.96,0.817
2.881965,21.967,1.806,0.36,0.606,22.776,22.952,21.801,21.572,20.577,0.4391,0.98,0.394
2.884544,21.385,2.164,0.732,0.05,23.555,23.222,21.339,20.646,20.28,0.4462,2.22,0.95
2.838599,21.85,2.971,3.288,0.1,21.657,21.486,21.39,20.826,20.212,0.6889,0.27,0.9
2.842574,21.767,2.971,3.298,0.05,25.151,23.003,21.635,21.897,20.293,0.3967,3.52,0.95
2.86677,19.731,2.353,0.882,0.539,21.833,20.825,19.713,19.283,18.98,0.3135,2.12,0.46099999999999997
2.848099,21.408,2.673,0.958,0.366,23.076,21.821,21.335,21.179,21.674,0.1603,1.74,0.634
2.848519,21.328,2.389,1.273,0.264,22.295,22.346,21.31,21.201,20.86,0.4149,0.99,0.736
2.845901,21.98,7.36,4.949,0.05,26.51,23.098,21.413,21.081,20.167,0.4209,5.1,0.95
2.865023,21.822,2.156,1.369,0.785,22.415,23.208,21.711,21.395,21.126,0.4366,0.7,0.21499999999999997
2.850029,21.567,7.36,0.881,0.067,23.047,22.995,21.838,21.317,21.311,0.4854,1.21,0.933
2.878499,21.086,2.13,0.881,0.464,23.137,21.992,21.018,20.666,20.55,0.3857,2.12,0.536
2.878291,21.795,7.36,1.506,0.05,24.198,23.41,22.007,21.444,21.598,0.4314,2.19,0.95
2.888341,21.379,2.495,1.145,0.468,22.769,22.14,21.515,21.553,22.485,0.1457,1.25,0.532
2.859922,21.681,1.929,0.456,0.777,22.806,22.6,21.503,21.087,20.631,0.4496,1.3,0.22299999999999998
2.856373,21.462,2.649,1.085,0.05,22.846,21.78,21.348,21.058,21.271,0.2035,1.5,0.95
2.871739,20.553,1.986,0.453,0.671,22.298,21.731,20.515,19.992,19.618,0.4382,1.78,0.32899999999999996
2.872528,21.888,7.36,1.311,0.05,26.023,26.067,22.117,21.78,21.017,0.4242,3.91,0.95
2.876897,19.848,1.97,0.418,0.657,23.289,20.866,19.843,19.402,19.114,0.1787,3.45,0.34299999999999997
2.87681,18.978,5.618,1.985,0.833,22.08,19.771,18.958,18.461,18.188,0.1324,3.12,0.16700000000000004
2.867488,18.554,3.946,3.902,0.885,20.308,19.068,18.473,18.168,17.964,0.1197,1.84,0.11499999999999999
2.868034,19.152,4.273,5.022,0.81,21.453,20.332,19.104,18.606,18.312,0.2864,2.35,0.18999999999999995
2.885237,19.593,2.239,0.654,0.917,22.598,20.768,19.62,19.154,18.943,0.2239,2.98,0.08299999999999996
2.881477,19.077,2.275,0.601,0.542,21.586,20.04,19.097,18.609,18.413,0.1952,2.49,0.45799999999999996
2.881109,19.909,2.703,0.906,0.638,21.795,20.487,19.905,19.664,19.549,0.1921,1.89,0.362
2.861831,20.951,2.97,2.118,0.266,23.231,21.965,21.014,20.804,20.656,0.3479,2.22,0.734
2.866353,21.678,1.527,0.387,0.05,24.091,24.369,21.59,20.908,20.111,0.493,2.5,0.95
2.866525,21.508,1.895,0.786,0.26,24.055,22.259,21.432,21.131,21.076,0.322,2.62,0.74
2.873257,21.647,2.218,0.672,0.509,23.231,23.353,21.618,20.785,20.212,0.5148,1.61,0.491
2.888492,17.834,4.009,2.216,0.653,20.078,18.652,17.699,17.244,16.979,0.1787,2.38,0.347
2.889908,20.996,1.824,0.595,0.264,22.383,21.505,20.953,20.773,20.248,0.2691,1.43,0.736
2.896596,19.316,3.279,2.322,0.189,21.956,20.373,19.327,18.861,18.476,0.2064,2.63,0.8109999999999999
2.888308,19.8,2.557,1.391,0.277,22.098,20.745,19.874,19.449,19.2,0.218,2.22,0.723
2.882766,20.656,1.968,0.857,0.526,22.864,21.628,20.568,20.192,19.765,0.3791,2.3,0.474
2.890052,20.588,7.36,12.684,0.357,21.812,20.919,20.409,20.227,19.93,0.2325,1.4,0.643
2.890483,21.854,1.891,0.385,0.493,22.527,22.319,21.674,21.214,21.104,0.5541,0.85,0.507
2.887097,21.356,11.307,4.817,0.1,23.378,22.695,21.31,21.497,22.145,0.188,2.07,0.9
2.901674,18.464,3.514,2.24,0.7,21.904,19.766,18.487,17.954,17.603,0.2097,3.42,0.30000000000000004
2.923849,18.969,2.892,1.22,0.969,22.983,20.478,18.874,18.325,17.99,0.3111,4.11,0.031000000000000028
2.903169,21.46,1.988,0.916,0.601,23.793,22.154,21.418,21.146,20.904,0.2894,2.38,0.399
2.895931,20.725,7.36,1.412,0.778,22.442,22.178,20.606,19.835,19.395,0.4738,1.84,0.22199999999999998
2.898955,21.702,1.958,0.48,0.05,22.877,22.108,21.644,21.544,21.425,0.2358,1.23,0.95
2.909126,19.232,3.076,2.055,0.384,21.621,20.313,19.221,18.7,18.35,0.2491,2.4,0.616
2.921148,21.413,1.911,0.335,0.9,22.679,22.119,21.222,20.88,20.292,0.4242,1.46,0.09999999999999998
2.918765,17.481,5.93,7.994,0.2,20.116,18.39,17.467,16.943,16.543,0.0916,2.65,0.8
2.916098,21.895,2.266,1.925,0.126,23.11,22.309,21.561,21.107,20.774,0.476,1.55,0.874
2.926898,21.272,3.299,1.706,0.3,22.36,22.07,21.3,20.876,20.475,0.4784,1.06,0.7
2.904545,21.478,2.661,0.98,0.566,22.716,22.15,21.43,21.27,20.705,0.3681,1.29,0.43400000000000005
2.905535,21.426,1.972,0.667,0.05,23.06,21.923,21.275,21.008,20.409,0.3429,1.78,0.95
2.92092,21.601,2.972,3.443,0.15,26.923,24.217,21.103,20.036,19.357,0.5251,5.82,0.85
2.91764,21.901,2.277,0.979,0.509,25.527,23.085,21.906,20.99,20.5,0.5629,3.62,0.491
2.914978,21.387,2.421,0.616,0.313,24.273,23.515,21.37,20.583,20.079,0.4797,2.9,0.687
2.93496,21.464,2.97,1.467,0.2,24.96,23.83,21.458,20.724,21.776,0.401,3.5,0.8
2.918859,21.454,2.895,2.164,0.397,24.42,22.639,21.219,20.373,19.883,0.5174,3.2,0.603
2.941529,21.544,3.228,1.544,0.476,23.481,22.478,21.492,21.103,20.78,0.4244,1.99,0.524
2.888783,16.031,6.714,3.917,0.659,18.925,16.979,15.944,15.507,15.12,0.1139,2.98,0.34099999999999997
2.894004,20.186,1.717,0.294,0.763,24.213,21.317,20.16,19.743,19.346,0.267,4.05,0.237
2.889009,19.27,1.921,0.67,0.155,22.313,20.169,19.248,18.857,18.63,0.1558,3.06,0.845
2.892387,21.124,1.956,0.62,0.463,22.714,22.139,21.028,20.718,20.483,0.4134,1.69,0.5369999999999999
2.879743,20.043,3.126,2.647,0.234,22.391,20.832,20.049,19.576,19.331,0.2262,2.34,0.766
2.904057,20.809,2.129,0.739,0.392,22.12,21.132,20.644,20.34,20.397,0.1808,1.48,0.608
2.920868,21.483,2.97,2.422,0.05,22.599,22.41,21.606,21.209,20.594,0.464,0.99,0.95
