source_file,row_id,column,value
nonparam_galfit_vs_astrophot_no_n.csv,3,spearman_rho,-0.0266798418972332
nonparam_galfit_vs_astrophot_no_n.csv,3,spearman_p,0.9038196225649724
nonparam_galfit_vs_astrophot_no_n.csv,3,abs_spearman,0.0266798418972332
nonparam_galfit_vs_astrophot_no_n.csv,4,family,AstroPhot
nonparam_galfit_vs_astrophot_no_n.csv,4,comparison,concentration vs AstroPhot q
nonparam_galfit_vs_astrophot_no_n.csv,4,N,23
nonparam_galfit_vs_astrophot_no_n.csv,4,pearson_r,0.3685679473150032
nonparam_galfit_vs_astrophot_no_n.csv,4,pearson_p,0.0835334325308669
nonparam_galfit_vs_astrophot_no_n.csv,4,spearman_rho,0.5079051383399209
nonparam_galfit_vs_astrophot_no_n.csv,4,spearman_p,0.0133513760293956
nonparam_galfit_vs_astrophot_no_n.csv,4,abs_spearman,0.5079051383399209
nonparam_galfit_vs_astrophot_no_n.csv,5,family,AstroPhot
nonparam_galfit_vs_astrophot_no_n.csv,5,comparison,concentration vs AstroPhot inc
nonparam_galfit_vs_astrophot_no_n.csv,5,N,23
nonparam_galfit_vs_astrophot_no_n.csv,5,pearson_r,-0.3798103053063735
nonparam_galfit_vs_astrophot_no_n.csv,5,pearson_p,0.0738399568328407
nonparam_galfit_vs_astrophot_no_n.csv,5,spearman_rho,-0.5079051383399209
nonparam_galfit_vs_astrophot_no_n.csv,5,spearman_p,0.0133513760293956
nonparam_galfit_vs_astrophot_no_n.csv,5,abs_spearman,0.5079051383399209
nonparam_galfit_vs_astrophot_no_n.csv,6,family,AstroPhot
nonparam_galfit_vs_astrophot_no_n.csv,6,comparison,concentration vs AstroPhot Re
nonparam_galfit_vs_astrophot_no_n.csv,6,N,23
nonparam_galfit_vs_astrophot_no_n.csv,6,pearson_r,0.6410365597686977
nonparam_galfit_vs_astrophot_no_n.csv,6,pearson_p,0.0009807437103095
nonparam_galfit_vs_astrophot_no_n.csv,6,spearman_rho,0.0909090909090909
nonparam_galfit_vs_astrophot_no_n.csv,6,spearman_p,0.6799528986653571
nonparam_galfit_vs_astrophot_no_n.csv,6,abs_spearman,0.0909090909090909
nonparam_galfit_vs_astrophot_no_n.csv,7,family,AstroPhot
nonparam_galfit_vs_astrophot_no_n.csv,7,comparison,concentration vs AstroPhot chi2nu
nonparam_galfit_vs_astrophot_no_n.csv,7,N,23
nonparam_galfit_vs_astrophot_no_n.csv,7,pearson_r,-0.1193099861568873
nonparam_galfit_vs_astrophot_no_n.csv,7,pearson_p,0.5876637058275674
nonparam_galfit_vs_astrophot_no_n.csv,7,spearman_rho,-0.3527667984189723
nonparam_galfit_vs_astrophot_no_n.csv,7,spearman_p,0.0987309002687821
nonparam_galfit_vs_astrophot_no_n.csv,7,abs_spearman,0.3527667984189723
nonparam_galfit_vs_astrophot_no_n.csv,8,family,GALFIT
nonparam_galfit_vs_astrophot_no_n.csv,8,comparison,gini vs GALFIT q
nonparam_galfit_vs_astrophot_no_n.csv,8,N,23
nonparam_galfit_vs_astrophot_no_n.csv,8,pearson_r,0.331187240720057
nonparam_galfit_vs_astrophot_no_n.csv,8,pearson_p,0.1226651092536151
nonparam_galfit_vs_astrophot_no_n.csv,8,spearman_rho,0.3283066415911289
nonparam_galfit_vs_astrophot_no_n.csv,8,spearman_p,0.1261520285179193
nonparam_galfit_vs_astrophot_no_n.csv,8,abs_spearman,0.3283066415911289
nonparam_galfit_vs_astrophot_no_n.csv,9,family,GALFIT
nonparam_galfit_vs_astrophot_no_n.csv,9,comparison,gini vs GALFIT inc
nonparam_galfit_vs_astrophot_no_n.csv,9,N,23
nonparam_galfit_vs_astrophot_no_n.csv,9,pearson_r,-0.35537727935894
nonparam_galfit_vs_astrophot_no_n.csv,9,pearson_p,0.0960887866929095
nonparam_galfit_vs_astrophot_no_n.csv,9,spearman_rho,-0.3283066415911289
nonparam_galfit_vs_astrophot_no_n.csv,9,spearman_p,0.1261520285179193
nonparam_galfit_vs_astrophot_no_n.csv,9,abs_spearman,0.3283066415911289
nonparam_galfit_vs_astrophot_no_n.csv,10,family,GALFIT
nonparam_galfit_vs_astrophot_no_n.csv,10,comparison,gini vs GALFIT Re
nonparam_galfit_vs_astrophot_no_n.csv,10,N,23
nonparam_galfit_vs_astrophot_no_n.csv,10,pearson_r,-0.1920453774671506
nonparam_galfit_vs_astrophot_no_n.csv,10,pearson_p,0.3800154577158524
nonparam_galfit_vs_astrophot_no_n.csv,10,spearman_rho,-0.317193675889328
nonparam_galfit_vs_astrophot_no_n.csv,10,spearman_p,0.1402745330202232
nonparam_galfit_vs_astrophot_no_n.csv,10,abs_spearman,0.317193675889328
