objid,ra,dec,modelmag_r,modelmag_u,expab_r,devab_r,lnlexp_r,lnldev_r,lnlstar_r,fracdev_r,score,nnavgz
1237654599953351132,151.374466513183,2.9571138370472,20.9304,23.72807,0.2183934,0.098708,-1.065041,-1.61951,-13.13509,0.0,0.8283867,0.326708
1237654599953351135,151.375162171556,2.98799677679812,20.67727,24.47365,0.5400382,0.6342977,-7.284432,-6.603281,-11.66778,0.8723041,0.8283867,0.535346
1237654599953416752,151.4928905649,2.93320471624387,19.64986,22.13889,0.3043593,0.2165252,-2.317388,-1.153051,-98.1396,0.8418199,0.832214,0.217335
1237654599953482037,151.613622314269,2.96621649034122,20.55818,23.11768,0.5370258,0.4432296,-0.4261652,-0.2159027,-4.931964,1.0,0.8283086,0.400245
1237654599953482292,151.728676797935,3.02916865369521,20.61683,21.78934,0.5406708,0.4926888,-0.1205589,-0.3264701,-16.66604,0.1806114,0.8283086,0.255135
1237654599953547779,151.834450605856,3.01507898673256,18.75543,21.18664,0.221561,0.1809255,-5.308989,-24.85095,-960.5777,0.2664947,0.8366308,0.183838
1237654599953613202,151.948881239133,2.99866943847071,20.13844,22.85852,0.6976289,0.5747188,-0.9571471,-0.2516878,-25.50516,0.9873764,0.8347589,0.435734
1237654600488780332,148.0440414196,3.25354752320296,20.62179,22.86536,0.8225839,0.7671048,-0.06288153,-0.05380612,-0.4081009,1.0,0.8298219,0.364244
1237654600488780494,148.110050888359,3.24326727978162,20.70468,22.29791,0.7065757,0.5847005,-0.1206398,-1.20806,-18.93578,0.0,0.8298219,0.418444
1237654600488845866,148.191384142526,3.3484905926008,20.74984,22.35035,0.5583594,0.5221687,-0.0318715,-0.01738943,-2.816989,0.8649516,0.8352025,0.418344
1237654600488911158,148.363570169763,3.21368162724828,19.59118,24.30085,0.8370109,0.8733809,-5.360218,-0.5179066,-67.53173,1.0,0.8233387,0.345564
1237654600488911215,148.269242651917,3.31197007874337,20.58461,26.05108,0.5614096,0.6699507,-1.184032,-0.8638913,-2.982217,0.9196656,0.8233387,0.396508
1237654600488911395,148.362989170942,3.20983365675338,20.8447,22.60545,0.7280846,0.6723741,-0.2203807,-0.1655278,-2.157665,0.899096,0.8233387,0.423897
1237654600488911405,148.36321360376,3.2491323877149,20.15547,21.8282,0.8937958,0.912532,-0.07982732,-0.02649827,-18.94491,0.8061671,0.8233387,0.500079
1237654600488911420,148.364028585703,3.28412248009437,20.21404,22.31787,0.6499997,0.5393485,-1.691119,-3.94471,-56.58619,0.0,0.8233387,0.222246
1237654600488976917,148.476957114937,3.34927186187008,20.80315,22.46797,0.5215951,0.4644132,-0.03754016,-0.09190843,-6.234507,0.3171591,0.8232774,0.480081
1237654600488977235,148.474732525081,3.24753241071962,20.89391,26.205,0.5486687,0.4693711,-0.1992876,-0.6104391,-7.74251,0.0,0.8232774,0.525227
1237654600489042255,148.594301677259,3.21179235673412,19.85287,21.33863,0.6000865,0.4693884,-0.2736918,-2.525114,-57.30121,0.0,0.8199487,0.208453
1237654600489042260,148.595492632593,3.24123963678144,20.49318,21.92707,0.7110649,0.6032512,-0.121291,-1.059431,-25.20683,0.0,0.8199487,0.312048
1237654600489107688,148.721995059202,3.35304995815955,19.20109,20.81527,0.7668012,0.7289504,-0.04985181,-4.547264,-237.8154,0.290093,0.8174478,0.201436
1237654600489107854,148.719522411388,3.40100266630812,20.56797,22.45722,0.6758395,0.717865,-0.8529755,-1.328753,-22.54916,0.2072825,0.8174478,0.596954
1237654600489108166,148.850874079051,3.22852442197715,20.44008,22.25632,0.2590952,0.1696205,-0.7573373,-1.0853,-31.59381,0.4070523,0.8174478,0.296254
1237654600489108181,148.850633547646,3.35944672962499,20.53461,22.53044,0.6632782,0.6498709,-0.001360225,-0.001029965,-3.513822,0.6326821,0.8174478,0.430507
1237654600489108184,148.849831610058,3.38350255584282,20.27259,23.69372,0.251342,0.2097003,-0.09672044,-0.5401894,-46.84046,0.1452448,0.8174478,0.295839
1237654600489108190,148.850994029491,3.38905820714542,20.88218,21.82137,0.5740892,0.4725881,-0.1197377,-0.03464452,-1.620273,1.0,0.8174478,0.507413
1237654600489173604,148.98389041376,3.29276297143428,20.8759,24.85109,0.08898211,0.05,-2.824423,-2.097627,-3.526282,1.0,0.8255881,0.39515
1237654600489239108,149.075603129441,3.28137998766764,20.62632,23.01376,0.5192992,0.468733,-0.002231586,-0.0001846395,-2.829173,0.9611418,0.8222564,0.381015
1237654600489239109,149.075251423439,3.30186604972433,19.90334,25.78825,0.3234344,0.308618,-2.861357,-1.932629,-55.99311,0.820138,0.8222564,0.400277
1237654600489239110,149.07440997282,3.32195866786017,20.8638,25.06466,0.5559978,0.4184851,-0.02772965,-0.1177095,-2.755857,0.0,0.8222564,0.357475
1237654600489239117,149.07433469228,3.39938639246952,20.43798,22.12288,0.2338827,0.1265967,-0.01882545,-0.002432371,-5.523385,1.0,0.8222564,0.20789
1237654600489304246,149.192949033817,3.38563482748922,16.74195,19.67292,0.5206689,0.4638942,-1637.73,-256.6903,-9940.147,1.0,0.8295921,0.091073
1237654600489304321,149.314497798037,3.31557320995624,20.89627,24.14411,0.7218691,0.7500396,-0.1538689,-0.09960172,-1.996178,0.8696989,0.8295921,0.298872
1237654600489304529,149.190940105799,3.25787140486232,20.54626,21.77291,0.3848574,0.331739,-0.6965507,-1.466925,-27.60128,0.0372097,0.8295921,0.201452
1237654600489304548,149.190697214844,3.41718182916096,20.99056,22.98598,0.1957308,0.1999642,-0.2668041,-0.1309191,-2.776439,0.8932302,0.8295921,0.529667
1237654600489304725,149.31338018184,3.38045692682838,19.82238,22.80973,0.9998206,0.9998803,-1.981999,-2.299919,-21.29917,0.6807527,0.8295921,0.175614
1237654600489369909,149.315830059772,3.36301898843354,20.56132,22.75899,0.8141119,0.895594,-0.3657283,-0.3613217,-8.847549,0.5503806,0.8310568,0.415785
1237654600489435764,149.551569648828,3.35610663034546,19.44798,21.46135,0.3865454,0.3093822,-11.1505,-51.42633,-390.2005,0.0,0.8306469,0.210185
1237654600489501241,149.672854717152,3.43362857146355,20.6807,22.27465,0.6172532,0.6169313,-0.7318996,-1.331035,-11.16744,0.0,0.8344564,0.227085
1237654600489566713,149.788210925031,3.41287229417037,20.31464,22.47677,0.9998634,0.9997934,-0.1520892,-0.0544443,-1.135676,1.0,0.8306047,0.376295
1237654600489566915,149.902127617501,3.26197632736622,20.42222,24.44443,0.982368,0.9609525,-0.06183459,-0.04441324,-4.423305,0.8561357,0.8306047,0.40952
1237654600489632244,150.018357301591,3.41533917541057,20.43525,21.61634,0.2514916,0.1771905,-0.005384963,-0.07641786,-30.15034,0.2811517,0.8353183,0.317669
1237654600489697332,150.128983140679,3.39348559410266,20.99939,25.35567,0.4499381,0.3511386,-0.1059042,-0.9206473,-10.44683,0.0,0.8353707,0.198063
1237654600489697688,150.128848024139,3.44495564634416,19.85856,21.01424,0.5104088,0.3911656,-0.1746369,-4.64469,-106.5246,0.0,0.8353707,0.210875
1237654600489697842,150.127782039031,3.41459583013403,20.90639,25.07748,0.3921736,0.3612114,-0.104727,-0.04342204,-1.816817,0.9779372,0.8353707,0.310343
1237654600489763337,150.238622013581,3.36727455280863,20.55157,22.13295,0.5220858,0.4999861,-0.3423105,-0.3142635,-1.971258,0.9546903,0.8389094,0.17765
1237654600489763344,150.240602799481,3.3789048251459,20.26706,25.47272,0.7686148,0.8166519,-0.2019328,-0.43581,-47.33308,0.3598891,0.8389094,0.435288
1237654600489763534,150.349994553164,3.44455143520847,20.1273,21.73825,0.538267,0.4414261,-2.318339,-8.334249,-99.45008,0.0,0.8389094,0.180071
1237654600489763536,150.350043181369,3.46451473981758,19.79959,23.4968,0.3670096,0.3549902,-0.4184623,-0.3771538,-54.9944,0.7250825,0.8389094,0.36635
1237654600489763540,150.349979771521,3.48187221490297,18.97913,18.73199,0.06803602,0.2802727,-0.2869248,-0.4349114,-0.5868051,0.0,0.8389094,0.391936
1237654600489828475,150.463436057544,3.39304076835743,19.19829,25.44541,0.868509,0.8674451,-4.607751,-5.34858,-405.8486,0.435065,0.8398201,0.296054
1237654600489828628,150.462507880465,3.32353673261403,20.24183,25.16581,0.5593515,0.5246245,-2.96607,-2.022707,-7.797858,1.0,0.8398201,0.320714
1237654600489894706,150.572679579675,3.44871349522844,20.32868,23.12794,0.8513929,0.1646475,-1.001261,-0.2255729,-0.9137838,0.1437918,0.8362714,0.364216
1237654600489959649,150.79512349933,3.46970473593531,19.58307,21.61258,0.662195,0.6294416,-2.037313,-0.01368841,-36.80113,1.0,0.8278934,0.154845
1237654601027355199,151.954889637483,3.817437469188,19.26009,20.77636,0.8147997,0.7588176,-3.20835,-40.54438,-331.3507,0.0,0.8533446,0.169706
1237654604246745343,148.189693135681,3.15049327251754,20.45638,23.13979,0.788525,0.6998568,-0.2132394,-0.8287261,-36.96421,0.124601,0.8484616,0.335374
1237654604246745451,148.073443471902,3.05707327396039,19.6912,21.25641,0.5179176,0.4415188,-2.142586,-20.19482,-181.7087,0.0,0.8484616,0.184128
1237654604246745571,148.072271060083,3.06491124568251,20.7478,22.34534,0.2151353,0.1775331,-0.09139995,-0.5232717,-19.27446,0.0,0.8484616,0.434081
1237654604246745581,148.07380565064,3.10424704342226,20.79075,22.1429,0.2936611,0.2187083,-0.08188628,-0.2008246,-5.519755,0.0,0.8484616,0.456463
1237654604246745827,148.188341200604,3.13387541461989,19.90818,22.82847,0.2410585,0.148538,-1.84496,-7.81927,-131.9902,0.0,0.8484616,0.327105
1237654604246745828,148.189750869294,3.11256141640104,20.24788,22.27914,0.6203445,0.5643216,-0.07186775,-1.372507,-46.57424,0.0,0.8484616,0.361706
1237654604246810985,148.294211917448,3.0630736917849,19.36251,23.29219,0.626276,0.6368216,-9.937246,-0.3925486,-160.5179,1.0,0.8666178,0.306636
1237654604246811564,148.295180714583,3.10082925693515,20.80774,24.17803,0.57128,0.6708179,-1.348449,-1.450921,-17.51554,0.5213987,0.8666178,0.484462
1237654604246876781,148.429714745334,3.07944921806779,20.96823,21.75167,0.3501488,0.2684442,-0.5056497,-0.4048747,-4.52221,0.7763091,0.871991,0.447042
1237654604246876789,148.430919085057,3.12544193578152,20.8265,22.96897,0.2959075,0.3035894,-0.3755602,-0.7118925,-18.1169,0.1374787,0.871991,0.230449
1237654604246941977,148.550826825719,2.98618181533307,19.34698,23.65285,0.517175,0.4729027,-19.5648,-0.7358708,-183.8301,1.0,0.8645229,0.338684
1237654604246942157,148.550687486505,2.9949440407365,20.22451,22.25149,0.5897614,0.4856395,-0.03793634,-3.724719,-86.55941,0.0,0.8645229,0.38169
1237654604246942162,148.550127298537,3.03625119702877,20.22773,25.06975,0.4910249,0.4297109,-0.07525709,-2.007576,-72.76837,0.0,0.8645229,0.274338
1237654604246942173,148.55064013447,3.15258823248259,18.24344,20.98616,0.6111561,0.6235508,-61.98928,-32.85463,-1093.819,0.6176274,0.8645229,0.189904
1237654604246942183,148.550836882995,3.18503910948906,19.5346,23.07431,0.9172019,0.8888841,-12.68328,-3.216201,-92.66255,1.0,0.8645229,0.179306
1237654604247007259,148.672219082446,3.01339645436803,20.28777,23.07085,0.3848738,0.3642922,-0.3152736,-0.02132042,-17.70288,1.0,0.8729425,0.40819
1237654604247007557,148.672757224611,3.16447876886465,19.3782,21.2739,0.8296115,0.8009817,-0.05900368,-20.20717,-426.4532,0.0,0.8729425,0.311009
1237654604247007655,148.794693358664,3.00788989028937,20.23182,21.22242,0.3367594,0.2613443,-1.136329,-2.087925,-62.12434,0.4379491,0.8729425,0.139169
1237654604247007720,148.673347353473,3.0551974870002,20.37475,22.33117,0.2847347,0.1947844,-0.9645991,-1.375828,-31.26994,0.3024692,0.8729425,0.192874
1237654604247007725,148.673233978441,3.13542534286742,20.94452,23.67902,0.222486,0.1377286,-0.9936491,-1.795515,-21.39387,0.0,0.8729425,0.381443
1237654604247007958,148.795638380594,3.00220861929025,19.77459,22.95132,0.4767666,0.4110762,-0.2089688,-0.9542073,-126.5994,0.5206872,0.8729425,0.315909
1237654604247073173,148.79343136481,3.13181684247075,20.079,27.20085,0.1948758,0.1499969,-1.127876,-3.79511,-94.85851,0.0,0.8717425,0.254023
1237654604247204279,149.160635950321,3.14312634364975,20.55577,22.96348,0.8011041,0.6052648,-0.431119,-0.3228498,-12.05124,0.7749447,0.8792949,0.465226
1237654604247204292,149.160192175557,3.21781803173304,20.32883,22.40897,0.7478057,0.699922,-0.1886696,-2.033723,-60.47605,0.0,0.8792949,0.252805
1237654604247269580,149.28261676005,3.14888725351388,18.75191,21.5485,0.9718656,0.8767647,-81.57777,-5.215037,-486.63,1.0,0.8727649,0.221008
1237654604247269665,149.281747980571,3.19379549167285,19.86818,21.47288,0.9602425,0.9872544,-0.1307607,-13.13938,-186.0486,0.0,0.8727649,0.34271
1237654604247269792,149.282422401927,3.11521328128128,20.66518,22.1169,0.4792874,0.5651928,-2.547304,-1.713924,-9.022403,1.0,0.8727649,0.350118
1237654604247269797,149.283536968399,3.16996397111446,19.8135,22.46733,0.4702444,0.4121801,-0.3448909,-8.404208,-197.9076,0.0,0.8727649,0.267651
1237654604247335288,149.406185300324,3.09825896741667,20.78694,24.17804,0.5505814,0.4150882,-0.09209665,-0.03046737,-3.711771,0.9687449,0.8440102,0.331903
1237654604247335478,149.532271524461,3.06777078711516,20.72352,22.18285,0.8184586,0.6502117,-0.7382697,-0.8678282,-11.34403,0.5538952,0.8440102,0.374586
1237654604247335485,149.533025527771,3.14830810295722,19.77664,22.78648,0.7040291,0.6979468,-0.02792445,-0.0071513,-9.008462,1.0,0.8440102,0.22006
1237654604247401347,149.652428555656,3.1244427750815,20.15366,24.73129,0.7183849,0.7656741,-4.046522,-2.089446,-30.90339,0.964563,0.8386241,0.481545
1237654604247466245,149.770889384011,3.08215354578758,18.04331,20.63547,0.2000003,0.1689178,-17.55595,-214.1846,-3134.714,0.02686062,0.8522735,0.149535
1237654604247466247,149.769539129869,3.20299576383999,18.51546,22.18285,0.9171968,0.8947032,-129.6293,-14.54729,-692.3622,1.0,0.8522735,0.218681
1237654604247466580,149.768800178057,3.1357119055074,20.99538,23.38448,0.2383793,0.1187498,-0.251862,-0.7678917,-9.205393,0.0,0.8522735,0.287252
1237654604247532170,149.893900542429,3.07109748516207,20.58274,23.53994,0.4308009,0.3207252,-0.8947073,-1.882304,-27.55624,0.0,0.836228,0.479429
1237654604247532175,149.892425877574,3.13947698492799,20.16641,22.00558,0.2601489,0.1876141,-0.503291,-2.680759,-78.62016,0.0,0.836228,0.215571
1237654604247597617,150.008333646648,3.11539006197184,20.75852,23.00726,0.2093253,0.1543364,-0.4966229,-1.938564,-19.30564,0.0,0.8249025,0.246581
1237654604247597870,150.120485036132,3.21418798907593,19.88264,22.3277,0.7805795,0.9216543,-53.04836,-46.702,-53.64719,0.3373531,0.8249025,0.50023
1237654604247663248,150.227168348396,3.22504311721638,20.89255,22.7568,0.9999945,0.7294832,-0.7090259,-0.9515263,-4.340729,0.0,0.8529731,0.423511
1237654604247663253,150.229011092183,3.24217247405121,20.23825,25.28752,0.7867534,0.8570633,-0.2793121,-0.2756599,-19.8299,0.6491964,0.8529731,0.367647
1237654604247794198,150.457579860108,3.25758904505172,20.68383,23.93553,0.1928394,0.1378986,-0.2233296,-0.2787575,-11.00146,0.6933209,0.8780112,0.447391
1237654604247859478,150.714108831499,3.20966190517461,20.44067,22.32007,0.6727154,0.7524363,-9.138366,-3.210922,-19.52134,1.0,0.8933728,0.350517
1237654604247859846,150.716319003151,3.24089413966074,19.24258,22.32192,0.6917347,0.7319263,-10.31892,-0.5117074,-177.6118,1.0,0.8933728,0.532024
1237654604247925029,150.832566639324,3.25506702586027,18.38509,20.91329,0.9185414,0.9999046,-54.48459,-224.0291,-2177.903,0.1757042,0.902298,0.177441
1237654604247925111,150.834009676333,3.27229401714917,19.20675,21.40965,0.438716,0.3681611,-2.972138,-59.81076,-686.954,0.0,0.902298,0.161598
1237654604247925115,150.83485832361,3.30071183957203,20.57861,21.82622,0.9997939,0.9195163,-0.2381859,-4.114799,-49.31035,0.0,0.902298,0.341335
1237654604247990691,150.947775433931,3.14612866859915,20.83161,21.69466,0.20644,0.2304211,-0.5194582,-0.1509774,-6.3038,1.0,0.9024081,0.437168
1237654604247990694,150.948183532661,3.23028235510497,20.92999,22.63171,0.5993538,0.3971674,-2.34947,-1.553496,-7.30336,1.0,0.9024081,0.46224
1237654604248056418,151.173160947015,3.31367862874468,19.29158,22.19735,0.3879152,0.3602132,-5.98663,-3.431715,-341.353,0.714363,0.9085057,0.28686
1237654604248121931,151.286749926841,3.21860319470581,20.90788,24.47263,0.6331176,0.5827486,-1.004619,-0.6341743,-7.19887,0.9809347,0.9102542,0.466847
1237654604248252766,151.624720723637,3.30351400203502,20.45527,21.83823,0.7613043,0.7138486,-0.18879,-2.316189,-53.85292,0.0,0.8906827,0.401072
1237654604248252788,151.496345449954,3.12436714046972,20.69183,22.59682,0.3432828,0.235948,-0.04696665,-0.2590971,-18.80743,0.005924894,0.8906827,0.613261
1237654604248253019,151.625367800286,3.29261930011813,20.51942,22.46473,0.4163929,0.3703358,-0.2261117,-1.540517,-36.65555,0.0,0.8906827,0.381742
1237654604248318504,151.738509483019,3.23354278971852,20.7733,23.46465,0.07460263,0.05,-0.2413202,-0.1499439,-3.836526,0.9938611,0.8902294,0.396276
1237654604248318505,151.739804037701,3.2177462373022,20.3441,23.9931,0.6899661,0.6315395,-1.042359,-0.8937721,-17.28044,0.8342937,0.8902294,0.328279
1237654604248449501,151.955950334505,3.19512398164607,20.57807,23.16,0.8932104,0.7177884,-1.37381,-0.4345867,-13.48578,1.0,0.8845816,0.432813
1237654604783616672,148.073357912295,3.50148003336167,19.58195,22.38555,0.9233251,0.9058442,-0.358348,-0.04903867,-96.63148,0.8053102,0.8481416,0.234517
1237654604783681715,148.294565889672,3.45709258446646,18.5877,19.40185,0.7740889,0.7515103,-69.81002,-3.094142,-419.8307,1.0,0.8677955,0.172721
1237654604783681886,148.189700372859,3.41196474106288,20.42443,21.6072,0.6765194,0.6201124,-0.05074896,-0.4678362,-31.93952,0.0,0.8677955,0.319402
1237654604783681887,148.190286721877,3.41964812676037,20.10756,22.37244,0.8501248,0.8057715,-1.079589,-8.278826,-97.54257,0.0,0.8677955,0.339916
1237654604783682146,148.294462843333,3.55254533299164,19.89637,21.36199,0.8323184,0.7601827,-0.9507689,-8.526464,-151.1763,0.0,0.8677955,0.122658
1237654604783813235,148.551473975138,3.555813353741,20.88272,22.79598,0.6766968,0.6429179,-0.04054219,-0.7005067,-15.62996,0.0,0.8590495,0.361739
1237654604783878280,148.674240331415,3.45272884732981,18.34105,21.56259,0.4884244,0.4161117,-109.6842,-0.8565142,-1081.497,1.0,0.8729952,0.149486
1237654670272758136,150.633579706565,0.0756567148569767,19.88226,24.56518,0.4043663,0.4186763,-9.610723,-2.164738,-37.50351,1.0,0.8372222,0.276893
1237654670272758412,150.745657528102,0.00325209292665502,20.38829,24.53403,0.7068765,0.631889,-0.01121968,-0.232949,-23.24542,0.0,0.8372222,0.502087
1237654670272823939,150.863173963669,0.0461769216545511,20.46464,22.95974,0.4161286,0.2938297,-0.2511767,-2.199655,-32.67892,0.0,0.8373783,0.374807
1237654670273020289,151.220427875699,0.0643600202658393,19.5641,22.60024,0.6028411,0.5383679,-4.696411,-1.14132,-91.8121,0.9386843,0.8278532,0.331915
1237654670273020290,151.220111858747,0.0741531100493295,20.56663,24.55543,0.2759348,0.07688785,-0.09767499,-0.06851793,-1.940069,0.9941285,0.8278532,0.331214
1237654670273020604,151.342692942802,0.0775271470681335,19.37012,21.83288,0.7786047,0.824514,-2.50486,-0.03364781,-104.3007,0.965051,0.8278532,0.255452
1237654670273085712,151.453036566206,0.0108479505718196,19.01998,20.23862,0.6854885,0.6579418,-0.1723342,-15.03054,-453.1699,0.1317081,0.8204021,0.140552
1237654670273216823,151.785252119844,0.00891967341047409,20.16804,22.14021,0.4472923,0.3427868,-0.9992378,-0.557732,-11.51327,1.0,0.8377449,0.401707
1237654670273217139,151.785259105799,0.0150255240378931,19.41119,21.95357,0.7087871,0.666166,-0.04858444,-10.44227,-230.6292,0.0,0.8377449,0.293352
1237654670808842713,148.811826533438,0.487103281465484,20.15776,22.07671,0.6954293,0.6516986,-0.2235087,-2.058613,-53.90733,0.0,0.8214465,0.390035
1237654670808843064,148.928637570124,0.430416369897148,20.4474,21.58368,0.3500048,0.350363,-1.699876,-1.255019,-4.48768,0.8468009,0.8214465,0.416576
1237654670808908196,149.034032544086,0.427254052461405,20.77303,22.02152,0.4709481,0.4001766,-0.7007872,-0.9161975,-14.47098,0.3261742,0.8200831,0.164123
1237654670808973733,149.151471566815,0.498190559233769,19.48936,21.61503,0.8992391,0.8209152,-1.491276,-7.873689,-205.288,0.1730861,0.8182487,0.230369
1237654670809039029,149.375923143398,0.470228730505061,17.98895,22.30101,0.1205203,0.08048253,-40.23561,-56.46554,-663.063,0.7020993,0.8199481,0.219635
1237654670809104909,149.489461571643,0.47676020059856,20.85236,24.25382,0.1977318,0.1614774,-1.824823,-1.264581,-4.996548,1.0,0.8179606,0.318878
1237654670809170198,149.610221714941,0.421580591084967,18.93175,22.2847,0.7025115,0.6320168,-29.53437,-1.832401,-338.6321,1.0,0.8267291,0.214629
1237654670809170441,149.612492847936,0.502353059006582,20.59693,21.05609,0.4108869,0.4430439,-0.3182214,-0.1257889,-0.6679325,1.0,0.8267291,0.703959
1237654670809235877,149.720322518043,0.447259732046935,20.79147,24.35898,0.4534168,0.5756256,-0.4074512,-0.3260874,-0.5895842,1.0,0.8208573,
1237654670809235885,149.721947873078,0.484447887371875,20.87351,23.79167,0.6173639,0.5652132,-2.862959,-2.290412,-4.214062,1.0,0.8208573,0.332054
1237654670809235886,149.722237860957,0.478815062685316,20.72064,24.47727,0.709769,0.6996526,-0.3727991,-0.5175187,-5.90828,0.02958082,0.8208573,0.20549
1237654670809236185,149.720177738365,0.488055063449566,20.24237,27.35614,0.3073319,0.3785837,-7.424853,-5.987264,-7.550512,0.1210341,0.8208573,0.282518
1237654670809301620,149.948677016205,0.499624452859946,19.64046,23.06141,0.4071773,0.3412485,-0.24355,-2.88864,-143.4625,0.2564712,0.8191204,0.362012
1237654670809366806,150.060012371889,0.441225576893895,18.76941,22.02693,0.9233863,0.892552,-15.70954,-0.1989083,-440.0559,0.8840463,0.822105,0.217581
1237654670809432165,150.293777792728,0.441219010168729,20.69299,24.96878,0.7559302,0.7025735,-0.0002911127,-0.004943611,-1.051245,0.0,0.8102996,0.382057
1237654670809432719,150.29173532674,0.501772502703717,20.52917,22.3816,0.549983,0.4363911,-0.525555,-1.300727,-20.60202,0.0,0.8102996,0.380401
1237654670809432728,150.293949852516,0.470372585435756,20.21405,23.7239,0.2870454,0.215762,-1.229284,-0.3355219,-23.45653,1.0,0.8102996,0.302335
1237654670809497914,150.404849319718,0.443316456691093,20.22997,21.14618,0.8863615,0.8126983,-0.01342477,-0.01280889,-2.881162,0.807418,0.8110024,0.250557
1237654670809498170,150.404396408301,0.426986090331516,19.59758,21.24079,0.8467152,0.8300087,-2.013897,-2.941009,-149.3478,0.4692851,0.8110024,0.340802
1237654670809563345,150.510550188046,0.431531923266593,20.49489,22.52195,0.8890541,0.8635519,-0.04439849,-0.2001405,-10.00025,0.0,0.8125421,0.373326
1237654670809563350,150.51102307052,0.501978959069057,18.51453,24.33848,0.32699,0.2840922,-20.60234,-34.14885,-239.1966,0.0,0.8125421,0.626852
1237654670809563687,150.509822266381,0.478038115730341,20.78016,25.42607,0.3584028,0.2780504,-0.1010229,-0.7875533,-11.72624,0.0,0.8125421,0.360009
1237654670809628846,150.632978820519,0.433260540607486,17.22441,19.90871,0.4140433,0.3642319,-393.8373,-10.63702,-4912.898,0.9248462,0.8064294,0.081787
1237654670809629096,150.631507744849,0.457330802114768,20.75316,26.34356,0.1664208,0.0675271,-0.6688881,-1.414607,-16.71439,0.0,0.8064294,0.493598
1237654670809629428,150.747685643032,0.454966068698796,20.42017,22.02703,0.7997603,0.8646306,-1.05105,-0.8808126,-11.22749,0.7220994,0.8064294,0.384145
1237654670809760339,150.984854072176,0.479302680352224,20.43015,22.5432,0.3867917,0.2999921,-0.002176772,-0.03684782,-13.63395,0.1345251,0.8115114,0.41162
1237654670809825724,151.10275368617,0.453274010766636,20.95059,24.26859,0.1499985,0.1056251,-0.1155817,-0.1332225,-6.63362,0.5774805,0.8084269,0.331676
1237654670809891645,151.343671136576,0.484073082841754,20.69303,24.43294,0.6664738,0.6256401,-0.09705514,-0.05252803,-3.121014,0.9191701,0.8018198,0.42617
1237654670809956998,151.451002039672,0.495444103578791,20.1492,24.96563,0.4211787,0.3955036,-0.05011571,-0.2147265,-32.01397,0.3515685,0.7983069,0.435155
1237654670810022405,151.564982162703,0.465642028417497,20.9065,22.0326,0.8773348,0.4989837,-0.5192513,-0.1679777,-0.5192851,1.0,0.8056212,0.303966
1237654670810022409,151.566976786427,0.463440303763681,20.4265,21.91282,0.5003694,0.3967837,-0.3315027,-1.088529,-24.05389,0.0,0.8056212,0.301985
1237653665795211674,148.779440761203,2.8384874573589,20.83548,21.86332,0.8779005,0.6970095,-0.1270421,-0.07125548,-2.526775,0.8584764,0.848287,0.399147
1237653665795276831,148.898543222922,2.74890907856632,19.97656,21.90104,0.562897,0.5291004,-0.02055407,-1.490943,-100.4667,0.05817915,0.8422788,0.373016
1237653665795277290,148.899953584422,2.71028762197428,20.69509,22.51673,0.4000447,0.3415742,-0.6613476,-1.11983,-24.90437,0.2132659,0.8422788,0.318736
1237653665795277293,148.899486177634,2.76353937559668,19.54755,25.54252,0.7711753,0.7785571,-11.48107,-1.280478,-100.0147,1.0,0.8422788,0.422923
1237653665795408523,149.262074518237,2.70249199873058,20.70033,22.25492,0.7135538,0.6114756,-0.01016038,-0.1230096,-5.499669,0.0,0.7757127,0.61924
1237653665795473590,149.384478239722,2.66723179517276,17.25514,19.03465,0.6710755,0.6525029,-104.2903,-310.9671,-6853.5,0.3762736,0.7836721,0.091567
1237653665795539056,149.499796262987,2.78035700225962,20.34633,23.99344,0.4934444,0.4700446,-0.9446345,-0.6231672,-2.972899,1.0,0.7812636,0.364358
1237653665795539062,149.500369469058,2.79785327777365,19.8838,21.61464,0.4324189,0.3560584,-0.05824187,-1.994979,-47.2957,0.0,0.7812636,0.29944
1237653665795539541,149.618214674267,2.70351777377323,20.85986,23.40956,0.3431931,0.3379933,-0.00772357,-0.007106892,-0.6189653,0.75827,0.7812636,0.402478
1237653665795670329,149.848855684249,2.74001225840585,20.74184,21.87489,0.4738357,0.4552378,-0.1983468,-0.2508242,-2.826239,0.5420865,0.7925462,0.229022
1237653665795670589,149.849640951279,2.78907672711258,20.98803,22.98586,0.5302008,0.4560234,-0.0129209,-0.04755267,-1.701292,0.0,0.7925462,0.379683
1237653665795670598,149.851520339079,2.79371721792647,20.5759,22.4092,0.5338887,0.4973181,-0.1471848,-0.4601036,-8.740651,0.0,0.7925462,0.320059
1237653665795670605,149.851265632476,2.82865884250096,20.70844,22.1262,0.5787735,0.5729845,-0.06040447,-0.08424819,-8.227468,0.3916723,0.7925462,0.318712
1237653665795735669,149.95757685242,2.79680621253249,18.31984,19.90736,0.2345804,0.1826774,-24.80136,-13.93694,-946.9365,0.6334708,0.3088173,0.08729
1237653665795735670,149.958473583941,2.81651605663577,17.98642,19.56835,0.7000592,0.6586952,-17.26887,-258.3774,-3004.57,0.0,0.3088173,0.091475
1237653665795736000,149.958460670227,2.69384381662153,20.87322,25.83492,0.6032043,0.9219397,-0.7748824,-0.6418868,-3.475708,0.7254289,0.3088173,0.329769
